GRB,EP,Instrument,RA_deg,Dec_deg,Error_deg,po_CircularID,TriggerDate,TriggerTime,time_CircularID,T90_s,T90_err_s,T90_CircularID,GRBType,CircularID,EnergyBand,redshift,Comment,CircularType
GRB 251118B,,Fermi/GBM,242.6,26.9,10.0,42747.0,2025-11-18,22:40:05,42747.0,,,,L?,42747,,,,"Detection, Localization, Gamma-ray"
GRB 251118A,,"TERI, Konus-Wind, GECAM-B, Fermi/GBM, NuSTAR, Glowbug, Fermi/LAT",160.08,-34.58,0.17,42752.0,2025-11-18,20:31:30,42784.0,47.1,,42784.0,"L, L?","44680, 43013, 42779, 42745, 42774, 42784, 42743, 42752",,,,"Detection, Gamma-ray; Detection, Localization, Gamma-ray, Spectroscopy, Timing, Upper Limit, Observation; Detection, Gamma-ray, Spectroscopy, Timing; Detection, Localization, Gamma-ray, Spectroscopy; Detection, Localization, Gamma-ray, Timing; Detection, Gamma-ray, Timing; Detection, Localization, Gamma-ray; Detection, Gamma-ray, Observation"
GRB 251118,,Fermi/LAT,,,,42753.0,2025-11-18,04:25:12,42753.0,,,,,42753,,,,"Detection, Gamma-ray, Upper Limit, Observation"
GRB 251117A,,"Swift/BAT, Fermi/LAT, SVOM/GRM, Insight-HXMT/HE, Fermi/GBM, AstroSat/CZTI",331.3,5.57,0.72,42729.0,2025-11-17,12:19:52.140000,42737.0,1.3,,42737.0,"S, S?","42732, 42729, 42731, 42762, 42719, 42737, 42740","15-5000 keV, 10-1000 keV, 100-500 keV",,,"Detection, Localization, Gamma-ray; Detection, Gamma-ray, Observation; Detection, Localization, Gamma-ray, Optical, Spectroscopy, Timing, Observation; Detection, Gamma-ray, X-ray, Timing; Detection, Localization, Gamma-ray, Spectroscopy, Timing, Observation; Detection, Gamma-ray, Timing"
GRB 251117,,Fermi/LAT,,,,42728.0,2025-11-17,15:25:00,42728.0,,,,,42728,,,,"Detection, Gamma-ray, Upper Limit, Observation"
GRB 251116D,,"SVOM/GRM, Insight-HXMT/HE, Glowbug, AstroSat/CZTI",148.0,-37.6,3.7,42718.0,2025-11-16,19:22:33.960000,42718.0,14.3,,42718.0,L,"42759, 42734, 42718, 42715","15-5000 keV, 20-200 keV",,,"Detection, Localization, Gamma-ray, Optical, Spectroscopy, Timing, Observation; Detection, Gamma-ray, X-ray, Timing; Detection, Localization, Gamma-ray, Timing; Detection, Gamma-ray, Timing"
GRB 251116C,,"SVOM, SVOM/ECLAIRs",335.3182,-10.4239,0.1081666666666666,42703.0,2025-11-16,15:57:36,42703.0,,,,,"42704, 42742, 42703","4-120 keV, 5-20 keV",,,"Detection, Upper Limit, Observation; Detection, Refined Localization, Gamma-ray, X-ray, Spectroscopy; Detection, Localization, Gamma-ray, X-ray, Optical, Observation"
GRB 251116B,,"SVOM, SVOM/ECLAIRs",18.832,-41.0854,0.1953333333333333,42702.0,2025-11-16,15:32:26,42702.0,,,,,"42702, 42741","8-120 keV, 4-120 keV",,,"Detection, Localization, Gamma-ray; Detection, Refined Localization, Gamma-ray, Spectroscopy"
GRB 251116A,,Fermi/GBM,27.3,-24.8,4.5,42700.0,2025-11-16,02:00:04,42700.0,,,,L?,42700,,,,"Detection, Localization, Gamma-ray"
GRB 251115A,,"Fermi/GBM, Fermi/LAT",330.18,-9.18,0.36,42696.0,2025-11-15,03:20:02,42692.0,13.0,,42792.0,L?,"42692, 42696, 42792",10-1000 keV,,,"Detection, Localization, Gamma-ray; Detection, Gamma-ray, Observation; Detection, Localization, Gamma-ray, Spectroscopy, Timing, Observation"
GRB 251114B,,"GECAM-B, Insight-HXMT/HE, Fermi/GBM",160.1,-85.2,3.5,42687.0,2025-11-14,20:38:30,42687.0,3.4,2.0,42738.0,"S, L?","42738, 42739, 42687",,,,"Detection, Gamma-ray, Spectroscopy, Timing; Detection, Gamma-ray, X-ray, Timing; Detection, Localization, Gamma-ray"
GRB 251114A,,Fermi/GBM,312.9,9.0,4.2,42676.0,2025-11-14,01:13:11,42676.0,,,,L?,42676,,,,"Detection, Localization, Gamma-ray"
GRB 251113A,,"Fermi/GBM, Glowbug, AstroSat/CZTI, TERI",55.1,8.2,1.5,42671.0,2025-11-13,17:37:28.512000,42689.0,24.6,,42689.0,"L?, L","42672, 42671, 42689, 42688, 44679",20-200 keV,,,"Detection, Localization, Gamma-ray, Spectroscopy; Detection, Localization, Gamma-ray; Detection, Gamma-ray, Timing; Detection, Gamma-ray, Observation"
GRB 251113,,Fermi/GBM,,,,42684.0,2025-11-13,01:22:59,42684.0,,,,,42684,,,,"Detection, Upper Limit, Observation"
GRB 251112B,,MAXI/GSC,278.962,18.196,0.3,42662.0,2025-11-12,20:54:12,42662.0,,,,,42662,,,,"Detection, Localization, X-ray, Upper Limit"
GRB 251112A,,Swift/BAT,274.081,24.158,0.0233333333333333,42686.0,2025-11-12,21:28:56,42656.0,60.0,,42656.0,,"42656, 42686",15-150 keV,,,"Detection, Gamma-ray, X-ray, Optical, Timing, Upper Limit; Detection, Localization, Refined Localization, Gamma-ray, Spectroscopy, Timing"
GRB 251112,,Fermi/GBM,,,,42654.0,2025-11-12,17:32:13,42654.0,,,,,42654,,,,"Detection, Upper Limit, Observation"
GRB 251111A,,"SVOM/ECLAIRs, SVOM",32.3783,5.2567,0.1258333333333333,42637.0,2025-11-11,05:10:15,42637.0,,,,,"42670, 42637","4-20 keV, 5-20 keV",,,"Detection, Refined Localization, Gamma-ray, X-ray, Spectroscopy, Timing; Detection, Localization, Gamma-ray"
GRB 251111,,SVOM,,,,42646.0,2025-11-11,13:07:15,42644.0,,,,,"42646, 42644",,,,"Detection, Upper Limit, Observation"
GRB 251108C,,"Konus-Wind, AstroSat/CZTI, IPN",,,,42685.0,2025-11-08,23:07:55,42680.0,8.5,,42685.0,L,"42685, 42664, 42680",20-200 keV,,,"Detection, Gamma-ray, Spectroscopy, Timing, Upper Limit, Observation; Detection, Gamma-ray, Timing; Detection, Localization, Gamma-ray, Spectroscopy, Timing"
GRB 251108B,,Glowbug,283.3,48.0,7.8,42657.0,2025-11-08,03:59:18.952000,42657.0,15.4,,42657.0,,42657,,,,"Detection, Localization, Gamma-ray, Timing"
GRB 251108A,,Fermi/GBM,144.63,8.03,3.23,42626.0,2025-11-08,21:19:46.260000,42626.0,,,,S?,42626,,,,"Detection, Localization, Gamma-ray"
GRB 251108,,"SVOM, Fermi/GBM",,,,42622.0,2025-11-08,12:57:54,42622.0,,,,,"42622, 42623, 42625",,,,"Detection, Upper Limit, Observation"
GRB 251106B,,"Insight-HXMT/HE, Glowbug, SVOM/GRM",,,,42633.0,2025-11-06,18:14:42.936000,42649.0,1.02,,42649.0,S,"42633, 42649, 42612",15-5000 keV,,,"Detection, Gamma-ray, X-ray, Timing; Detection, Gamma-ray, Timing; Detection, Gamma-ray, Timing, Observation"
GRB 251106A,,"SVOM, Fermi/GBM, Swift/BAT",234.4744,63.3387,0.05,42608.0,2025-11-06,01:52:00,42607.0,,,,,"42607, 42609, 42608, 42605",8-120 keV,,,"Detection, X-ray, Optical, Redshift, Observation; Detection, Localization, Gamma-ray, Spectroscopy; Detection, Localization, Gamma-ray; Detection, Localization, Gamma-ray, X-ray, Optical, Observation"
GRB 251106,,SVOM,,,,42617.0,2025-11-06,20:22:27,42617.0,,,,,42617,,,,"Detection, Upper Limit, Observation"
GRB 251105C,,Fermi/GBM,212.18,37.29,11.28,42595.0,2025-11-05,18:45:56.050000,42595.0,,,,L?,42595,,,,"Detection, Localization, Gamma-ray"
GRB 251105B,,"IPN, Insight-HXMT/HE, AstroSat/CZTI, SVOM/GRM, Fermi/GBM",279.5,3.6,14.3,42589.0,2025-11-05,00:58:34,42614.0,43.6,6.0,42586.0,"S?, L","42614, 42634, 42591, 42586, 42589","100-500 keV, 15-5000 keV",,,"Detection, Localization, Gamma-ray, Spectroscopy, Timing; Detection, Gamma-ray, X-ray, Timing; Detection, Gamma-ray, Timing; Detection, Gamma-ray, Timing, Observation"
GRB 251105A,,"Swift/BAT, AstroSat/CZTI, Fermi/GBM",69.6,7.1,3.3,42584.0,2025-11-05,04:41:06,42584.0,65.0,,42596.0,"L, L?","42593, 42631, 42596, 42584","20-200 keV, 10-1000 keV",,,"Detection, Localization, Gamma-ray; Detection, Gamma-ray, Timing; Detection, Localization, Gamma-ray, Spectroscopy, Timing, Observation"
GRB 251105,,Fermi/GBM,,,,42599.0,2025-11-05,14:51:20,42599.0,,,,,42599,,,,"Detection, Upper Limit, Observation"
GRB 251104A,,SVOM,26.5099,15.5077,0.1231666666666666,42581.0,2025-11-04,17:28:14,42581.0,,,,,42581,5-8 keV,,,"Detection, Localization, Gamma-ray, X-ray, Optical, Observation"
GRB 251103B,,"Swift/BAT, Fermi/GBM, AstroSat/CZTI",105.87,-24.871,0.0166666666666666,42636.0,2025-11-03,16:46:36,42556.0,200.0,,42556.0,"L?, L","42556, 42555, 42604, 42636","20-200 keV, 15-150 keV",,,"Detection, Localization, Gamma-ray, X-ray, Optical, Spectroscopy, Timing, Upper Limit; Detection, Localization, Gamma-ray; Detection, Gamma-ray, Timing; Detection, Localization, Refined Localization, Gamma-ray, Spectroscopy, Timing"
GRB 251103A,,"SVOM/GRM, SVOM/ECLAIRs, Fermi/GBM, Swift/BAT, Konus-Wind, SVOM, Insight-HXMT/HE",146.8375,16.1296,0.0355,42534.0,2025-11-03,04:46:21,42781.0,20.0,,42781.0,"L?, L","42552, 42781, 42536, 42568, 42540, 42683, 42534, 42572, 42553","15-5000 keV, 4-30 keV, 8-120 keV, 10-1000 keV",0.76,,"Detection, Localization, Gamma-ray, Optical, Spectroscopy, Timing, Redshift, Observation; Detection, Refined Localization, Gamma-ray, X-ray, Optical, Spectroscopy, Timing, Redshift; Detection, Localization, Gamma-ray; Detection, Gamma-ray, Optical, Spectroscopy, Redshift, Observation; Detection, Gamma-ray, Spectroscopy, Timing, Redshift, Observation; Detection, Localization, Gamma-ray, X-ray, Optical, Observation; Detection, Gamma-ray, X-ray, Timing; Detection, Localization, Gamma-ray, Spectroscopy, Timing, Redshift, Observation"
GRB 251102B,,"SVOM/GRM, Fermi/GBM",110.6,-69.7,4.2,42533.0,2025-11-02,21:15:53,42621.0,3.5,1.5,42621.0,L?,"42621, 42533",15-5000 keV,,,"Detection, Localization, Gamma-ray, Optical, Spectroscopy, Timing, Observation; Detection, Localization, Gamma-ray"
GRB 251102A,,"Fermi/GBM, AstroSat/CZTI",193.5,63.9,2.2,42531.0,2025-11-02,02:03:46,42531.0,,,,"L?, L","42531, 42542",20-200 keV,,,"Detection, Localization, Gamma-ray; Detection, Gamma-ray, Timing"
GRB 251031A,,"Swift/BAT, Fermi/GBM",188.3,-17.9,2.8,42526.0,2025-10-31,07:21:00,42525.0,45.0,,42530.0,L?,"42528, 42530, 42525, 42526",10-1000 keV,,,"Detection, Localization, Gamma-ray; Detection, Localization, Gamma-ray, Spectroscopy, Timing, Observation; Detection, Localization, Gamma-ray, Spectroscopy"
GRB 251028B,,"Fermi/GBM, Swift/BAT, Glowbug, CALET",337.82,45.75,3.69,42502.0,2025-10-28,07:48:04.672000,42507.0,22.5,,42507.0,"L?, L","42509, 42508, 42507, 42502, 42505",10-1000 keV,,,"Detection, Localization, Gamma-ray, Spectroscopy, Timing, Observation; Detection, Localization, Gamma-ray; Detection, Gamma-ray, Timing; Detection, Localization, Gamma-ray, Timing"
GRB 251028A,,"Fermi/GBM, GECAM-B, Konus-Wind, Glowbug, Insight-HXMT/HE, MAXI/GSC, SVOM/GRM",149.003,17.518,0.27,42498.0,2025-10-28,03:26:31,42506.0,2.0,,42506.0,"L, L?","42520, 42523, 42527, 42506, 42499, 42580, 42498, 42497, 42522","10-1000 keV, 15-5000 keV",,,"Detection, Localization, Gamma-ray, Spectroscopy, Timing, Observation; Detection, Gamma-ray, Spectroscopy, Timing; Detection, Gamma-ray, Timing, Observation; Detection, Localization, Gamma-ray, Spectroscopy; Detection, Gamma-ray, X-ray, Timing; Detection, Localization, X-ray, Upper Limit; Detection, Localization, Gamma-ray; Detection, Localization, Gamma-ray, Optical, Spectroscopy, Timing, Observation"
GRB 251027A,,SVOM,95.186,11.6869,0.1576666666666666,42471.0,2025-10-27,09:37:56,42471.0,,,,,42471,5-20 keV,,due to coding noise from the Crab in the field of view.,"Detection, Localization, Gamma-ray, Observation"
GRB 251026B,,Fermi/GBM,132.32,-12.21,8.04,42455.0,2025-10-26,07:18:53.330000,42513.0,6.0,,42513.0,"S?, S","42455, 42513, 42470",10-1000 keV,0.055,,"Detection, Localization, Gamma-ray; Detection, Gamma-ray, Spectroscopy, Timing, Observation; Detection, Localization, Gamma-ray, Optical, Redshift, Upper Limit, Observation"
GRB 251026A,EP251026a,"EP/WXT, SVOM",72.663,51.775,0.035,42482.0,2025-10-26,08:26:33,42482.0,500.0,,42482.0,,"42482, 42454",8-120 keV,,,"Detection, Localization, X-ray, Spectroscopy, Observation; Detection, Localization, Gamma-ray, X-ray"
GRB 251025C,,"AstroSat/CZTI, Fermi/GBM, Glowbug, SVOM/GRM, CALET, TERI",170.7,54.9,2.2,42449.0,2025-10-25,23:08:37.270000,42467.0,38.6,2.6,42467.0,"L?, L","42469, 42449, 42490, 42524, 42467, 42603","20-200 keV, 15-5000 keV",,,"Detection, Gamma-ray, Timing; Detection, Localization, Gamma-ray; Detection, Localization, Gamma-ray, Optical, Spectroscopy, Timing, Observation; Detection, Localization, Gamma-ray, Timing; Detection, Gamma-ray, Observation"
GRB 251025B,,"SVOM, SVOM/ECLAIRs",29.5647,30.2424,0.08,42437.0,2025-10-25,14:24:00,42437.0,,,,,"42437, 42669, 42472","8-120 keV, 4-120 keV",2.003,,"Detection, Localization, Gamma-ray, X-ray; Detection, Refined Localization, Gamma-ray, Spectroscopy; Detection, Gamma-ray, Optical, Spectroscopy, Redshift, Host Galaxy, Observation"
GRB 251025A,,SVOM,357.5739,27.0002,0.1636666666666666,42432.0,2025-10-25,09:32:38,42432.0,,,,,42432,5-20 keV,,Stellar flare.,"Detection, Localization, Gamma-ray, X-ray"
GRB 251024A,,Swift/BAT,306.666,-68.576,0.04,42444.0,2025-10-24,17:47:02.250000,42426.0,30.0,,42426.0,,"42426, 42444",15-150 keV,,,"Detection, Localization, Gamma-ray, X-ray, Optical, Spectroscopy, Timing, Upper Limit; Detection, Localization, Refined Localization, Gamma-ray, Spectroscopy, Timing"
GRB 251023C,,"Glowbug, CALET, Swift/BAT, AstroSat/CZTI",333.9,58.4,2.1,42429.0,2025-10-23,16:24:17.240000,42429.0,30.7,,42429.0,L,"42429, 42414, 42412, 42419",20-200 keV,,,"Detection, Localization, Gamma-ray, Timing; Detection, Localization, Gamma-ray; Detection, Gamma-ray, Timing"
GRB 251023B,EP251023b,"EP/WXT, MAXI/GSC, Glowbug, CALET",73.502,12.648,0.0366666666666666,42415.0,2025-10-23,08:46:06,42415.0,160.0,,42415.0,L,"42415, 42392, 42407, 42402",,,,"Detection, Localization, Refined Localization, X-ray, Spectroscopy, Observation; Detection, Localization, X-ray, Upper Limit; Detection, X-ray, Timing; Detection, Timing"
GRB 251023A,,"Fermi/GBM, SVOM/ECLAIRs, Glowbug, SVOM/GRM",31.661,-7.617,0.2166666666666666,42590.0,2025-10-23,05:57:42.440000,42590.0,63.5,19.5,42451.0,L?,"42385, 42590, 42408, 42451",15-5000 keV,,,"Detection, Localization, Gamma-ray; Detection, Localization, Gamma-ray, Spectroscopy, Observation; Detection, Gamma-ray, Timing; Detection, Localization, Gamma-ray, Optical, Spectroscopy, Timing, Observation"
GRB 251022A,,"Fermi/LAT, Konus-Wind, Fermi/GBM, SVOM/GRM, Swift/BAT",65.38,-19.31,0.32,42384.0,2025-10-22,03:04:30,42381.0,106.0,6.0,42484.0,"L, L?","42384, 42487, 42410, 42423, 42381, 42484, 42409, 42380","10-1000 keV, 15-5000 keV",<3,,"Detection, Gamma-ray, Observation; Detection, Gamma-ray, Spectroscopy, Timing, Observation; Detection, Localization, Gamma-ray, Spectroscopy, Timing, Observation; Detection, Gamma-ray, Optical, Redshift, Observation; Detection, Gamma-ray, Upper Limit, Observation; Detection, Localization, Gamma-ray, Optical, Spectroscopy, Timing, Observation; Detection, Localization, Gamma-ray, Optical; Detection, Localization, Gamma-ray"
GRB 251021A,EP251021b,"Fermi/GBM, EP/WXT",306.742,-38.286,0.0383333333333333,42377.0,2025-10-21,14:28:05,42377.0,30.0,,42377.0,,"42379, 42377",,,,"Detection, Localization, Gamma-ray, X-ray, Spectroscopy; Detection, Localization, X-ray, Observation"
GRB 251018A,,"Swift/BAT, Fermi/GBM",282.071,-37.028,0.05,42343.0,2025-10-18,03:12:00,42342.0,60.0,,42343.0,L?,"42343, 42342",,,,"Detection, Localization, Gamma-ray, X-ray, Optical, Timing; Detection, Localization, Gamma-ray"
GRB 251018,,Fermi/GBM,,,,42360.0,2025-10-18,17:34:19,42360.0,,,,,42360,,,,"Detection, Upper Limit, Observation"
GRB 251017A,,"Swift/BAT, Glowbug",335.404,7.048,0.0216666666666666,42366.0,2025-10-17,08:40:42.816000,42335.0,8.2,,42335.0,,"42366, 42350, 42348, 42335, 42322, 42341",15-150 keV,"4.327, 4.34, >4",,"Detection, Localization, Refined Localization, Gamma-ray, Spectroscopy, Timing; Detection, Optical, Spectroscopy, Redshift, Observation; Detection, Optical, Redshift, Observation; Detection, Gamma-ray, Timing; Detection, Localization, Gamma-ray, X-ray, Optical, Spectroscopy, Timing; Detection, Gamma-ray, Optical, Redshift, Observation"
GRB 251016B,,"Fermi/GBM, IPN, TERI, Konus-Wind, CALET, AstroSat/CZTI",183.64,59.6,1.0,42383.0,2025-10-16,23:58:57.450000,42320.0,5.9,0.5,42320.0,"L?, L","42383, 42316, 42403, 42602, 42448, 42320, 42324","10-1000 keV, 20-200 keV",,,"Detection, Gamma-ray, Spectroscopy, Timing; Detection, Localization, Gamma-ray; Detection, Localization, Gamma-ray, Spectroscopy, Timing; Detection, Gamma-ray, Observation; Detection, Gamma-ray, Spectroscopy, Timing, Observation; Detection, Localization, Gamma-ray, Timing; Detection, Gamma-ray, Timing"
GRB 251016A,,"TERI, SVOM/ECLAIRs, SVOM, Konus-Wind, Fermi/GBM, CALET, Glowbug, AstroSat/CZTI, Insight-HXMT/HE",266.207,-39.577,0.1606666666666666,42308.0,2025-10-16,14:59:16.564000,42473.0,0.5,,42473.0,"S, S?","42601, 42374, 42308, 42473, 42365, 42321, 42309, 42313, 42327, 42359","4-120 keV, 8-120 keV, 10-1000 keV, 20-200 keV",,,"Detection, Gamma-ray, Observation; Detection, Refined Localization, Gamma-ray, Spectroscopy, Timing; Detection, Localization, Gamma-ray, X-ray, Optical, Observation; Detection, Gamma-ray, Spectroscopy, Timing, Observation; Detection, Localization, Gamma-ray, Spectroscopy, Timing, Observation; Detection, Localization, Gamma-ray, Timing; Detection, Localization, Gamma-ray; Detection, Gamma-ray, Timing; Detection, Gamma-ray, X-ray, Timing"
GRB 251015B,,Fermi/GBM,355.1,-56.1,1.0,42293.0,2025-10-15,16:08:49,42293.0,,,,L?,42293,,,,"Detection, Localization, Gamma-ray"
GRB 251015A,,"Swift/BAT, Fermi/GBM",245.007,-54.853,0.05,42290.0,2025-10-15,14:17:23,42290.0,10.0,,42290.0,L?,"42290, 42293",,,,"Detection, Gamma-ray, X-ray, Optical, Timing, Upper Limit; Detection, Localization, Gamma-ray"
GRB 251014D,,Swift/BAT,323.933,-41.873,0.045,42315.0,2025-10-14,21:54:40.550000,42274.0,286.98,70.09,42315.0,,"42274, 42315",15-150 keV,,,"Detection, Gamma-ray, X-ray, Optical; Detection, Localization, Refined Localization, Gamma-ray, Spectroscopy, Timing"
GRB 251014C,,Fermi/GBM,133.36,14.24,5.09,42272.0,2025-10-14,20:45:58.960000,42272.0,,,,L?,42272,,,,"Detection, Localization, Gamma-ray"
GRB 251014B,,Swift/BAT,14.5954,-35.5802,0.05,42263.0,2025-10-14,04:47:21.170000,42263.0,,,,S,42263,,,,"Detection, Localization, Gamma-ray, X-ray, Optical, Observation"
GRB 251014A,,"Swift/BAT, Fermi/GBM, Glowbug",111.728,6.42,0.0216666666666666,42278.0,2025-10-14,00:28:30,42238.0,1.5,,42238.0,"S, S?","42238, 42278, 42237, 42271, 42249","15-150 keV, 10-1000 keV",,,"Detection, Localization, Gamma-ray, X-ray, Optical, Timing, Observation; Detection, Localization, Refined Localization, Gamma-ray, Spectroscopy, Timing; Detection, Localization, Gamma-ray; Detection, Gamma-ray, Timing; Detection, Localization, Gamma-ray, Spectroscopy, Timing, Observation"
GRB 251013D,,"Fermi/GBM, Swift/BAT",46.901,8.8,0.0833333333333333,42244.0,2025-10-13,18:17:00,42224.0,42.0,,42280.0,L?,"42280, 42224, 42244",10-1000 keV,,,"Detection, Localization, Gamma-ray, Spectroscopy, Timing, Observation; Detection, Localization, Gamma-ray; Detection, Localization, Gamma-ray, X-ray, Optical, Observation"
GRB 251013C,,"AstroSat/CZTI, SVOM, SVOM/ECLAIRs, Fermi/GBM",345.8809,-0.1698,0.049,42222.0,2025-10-13,17:39:41,42221.0,12.0,,42259.0,"L, L?","42246, 42736, 42242, 42319, 42247, 42695, 42222, 42254, 42227, 42292, 42232, 42221, 42259","20-200 keV, 8-5000 keV, 8-120 keV, 4-120 keV, 10-1000 keV",0.572,,"Detection, Gamma-ray, Timing; Detection, Gamma-ray, Optical, Redshift, Observation; Detection, Optical, Observation; Detection, Localization, Gamma-ray, X-ray, Optical, Redshift, Observation; Detection, Refined Localization, Gamma-ray, Spectroscopy, Timing, Redshift; Detection, Localization, Gamma-ray, X-ray, Timing; Detection, Gamma-ray, X-ray, Optical, Radio, Redshift, Observation; Detection, Gamma-ray, Optical, Spectroscopy, Redshift, Observation; Detection, Refined Localization, Gamma-ray, Spectroscopy; Detection, Localization, Gamma-ray, X-ray, Optical, Spectroscopy, Redshift, Upper Limit, Observation; Detection, Localization, Gamma-ray; Detection, Localization, Gamma-ray, X-ray, Spectroscopy, Timing, Redshift, Observation"
GRB 251013B,,"Fermi/GBM, SVOM/GRM",356.5,7.5,5.7,42215.0,2025-10-13,08:24:27,42215.0,55.0,16.0,42219.0,L?,"42215, 42219",15-5000 keV,,,"Detection, Localization, Gamma-ray; Detection, Localization, Gamma-ray, Optical, Spectroscopy, Timing, Observation"
GRB 251013A,,"Fermi/GBM, SVOM/GRM, CALET",19.9,-1.6,2.6,42213.0,2025-10-13,08:04:04.900000,42252.0,1.2,0.16,42252.0,L?,"42213, 42218, 42252",15-5000 keV,,,"Detection, Localization, Gamma-ray; Detection, Localization, Gamma-ray, Optical, Spectroscopy, Timing, Observation; Detection, Localization, Gamma-ray, Timing, Observation"
GRB 251013,,Fermi/GBM,,,,42236.0,2025-10-13,23:42:44,42236.0,,,,,42236,,,,"Detection, Upper Limit, Observation"
GRB 251012A,,"Glowbug, Fermi/GBM",291.6,7.5,9.9,42207.0,2025-10-12,14:46:26.104000,42268.0,0.16,,42268.0,"S, S?","42268, 42207",,,,"Detection, Gamma-ray, Timing; Detection, Localization, Gamma-ray"
GRB 251011C,,Fermi/GBM,164.7,-2.9,4.6,42202.0,2025-10-11,22:11:20,42202.0,,,,L?,42202,,,,"Detection, Localization, Gamma-ray"
GRB 251011B,,"SVOM/GRM, Fermi/GBM, Swift/BAT",13.287,-62.032,0.05,42197.0,2025-10-11,07:08:21,42196.0,150.0,,42197.0,L?,"42206, 42196, 42197",15-5000 keV,,,"Detection, Localization, Gamma-ray, Optical, Spectroscopy, Timing, Observation; Detection, Localization, Gamma-ray; Detection, Localization, Gamma-ray, X-ray, Optical, Spectroscopy, Timing"
GRB 251011A,,"AstroSat/CZTI, Insight-HXMT/HE, Fermi/GBM, Swift/BAT",4.7878,45.1894,0.0833333333333333,42245.0,2025-10-11,03:41:37,42199.0,5.0,,42245.0,"L, L?","42199, 42210, 42195, 42245, 42340","20-200 keV, 10-1000 keV",,,"Detection, Gamma-ray, Timing; Detection, Gamma-ray, X-ray, Timing; Detection, Localization, Gamma-ray; Detection, Localization, Gamma-ray, Timing; Detection, Localization, Gamma-ray, Spectroscopy, Timing, Observation"
GRB 251010A,,"AstroSat/CZTI, Fermi/GBM",214.0,56.6,4.5,42192.0,2025-10-10,17:44:25,42192.0,,,,L?,"42200, 42192",20-200 keV,,,"Detection, Gamma-ray, Timing; Detection, Localization, Gamma-ray"
GRB 251009B,,"Glowbug, SVOM/GRM, Insight-HXMT/HE",155.1,24.1,25.3,42188.0,2025-10-09,01:51:14.176000,42188.0,1.0,,42188.0,S,"42188, 42198, 42187",15-5000 keV,,,"Detection, Localization, Timing; Detection, Gamma-ray, Timing, Observation; Detection, Gamma-ray, X-ray, Timing"
GRB 251009A,,"Insight-HXMT/HE, SVOM/GRM, GECAM-B, Fermi/GBM",103.2,34.2,21.4,42190.0,2025-10-09,15:58:56.300000,42190.0,0.14,0.08,42190.0,"S, S?","42189, 42185, 42190, 42179",15-5000 keV,,,"Detection, Gamma-ray, X-ray, Timing; Detection, Gamma-ray, Timing, Observation; Detection, Localization, Gamma-ray, Timing; Detection, Localization, Gamma-ray"
GRB 251007B,,"Swift/BAT, SVOM/ECLAIRs, SVOM",102.117,-10.303,0.05,42147.0,2025-10-07,19:42:57,42148.0,25.0,,42317.0,,"42317, 42181, 42147, 42148","4-120 keV, 8-50 keV",,,"Detection, Refined Localization, Gamma-ray, Timing; Detection, Refined Localization, Gamma-ray, Spectroscopy, Timing; Detection, Localization, Gamma-ray, X-ray, Optical, Spectroscopy; Detection, Localization, Gamma-ray, Optical, Timing"
GRB 251007A,,"Swift/BAT, Glowbug, CALET, Insight-HXMT/HE, Konus-Wind, AstroSat/CZTI, SVOM/GRM",128.162,21.81,0.025,42186.0,2025-10-07,19:36:58,42146.0,100.0,,42146.0,L,"42186, 42151, 42146, 42156, 42183, 42297, 42167, 42184","15-150 keV, 20-200 keV, 15-5000 keV",,,"Detection, Localization, Refined Localization, Gamma-ray, Spectroscopy, Timing; Detection, Gamma-ray, Timing, Observation; Detection, Localization, Gamma-ray, X-ray, Optical, Spectroscopy, Timing; Detection, Timing; Detection, Gamma-ray, X-ray, Timing; Detection, Gamma-ray, Spectroscopy, Timing, Upper Limit, Observation; Detection, Gamma-ray, Timing; Detection, Localization, Gamma-ray, Optical, Spectroscopy, Timing, Observation"
GRB 251006B,EP251006a,"EP/WXT, Fermi/GBM, Insight-HXMT/HE, SVOM/GRM",40.505,-5.989,0.04,42137.0,2025-10-06,20:05:04,42137.0,100.0,,42137.0,L?,"42137, 42131, 42132, 42155, 42139, 42169","15-5000 keV, 10-1000 keV",,,"Detection, Localization, X-ray, Spectroscopy, Observation; Detection, Localization, Gamma-ray; Detection, Localization, Gamma-ray, Spectroscopy; Detection, Gamma-ray, X-ray, Timing; Detection, Localization, Gamma-ray, Optical, Spectroscopy, Timing, Observation; Detection, Localization, Gamma-ray, Spectroscopy, Timing, Observation"
GRB 251006A,,"Fermi/GBM, CALET, Glowbug, Swift/BAT",269.1,-16.6,12.0,42124.0,2025-10-06,13:27:33.944000,42130.0,0.26,,42130.0,"S?, S","42175, 42124, 42182, 42130, 42144",10-1000 keV,,,"Detection, Localization, Gamma-ray, Spectroscopy, Timing, Observation; Detection, Localization, Gamma-ray; Detection, Localization, Gamma-ray, Timing, Observation; Detection, Gamma-ray, Timing"
